Id,Time_Hour,hearbeat_Avg
2022484408,2016-04-12T07:00:00Z,67.560606060606048
2022484408,2016-04-12T08:00:00Z,81.924390243902437
2022484408,2016-04-12T09:00:00Z,59.77678571428573
2022484408,2016-04-12T10:00:00Z,93.326923076923109
2022484408,2016-04-12T11:00:00Z,84.731132075471734
2022484408,2016-04-12T12:00:00Z,67.810218978102213
2022484408,2016-04-12T13:00:00Z,68.144578313253035
2022484408,2016-04-12T14:00:00Z,84.901554404145074
2022484408,2016-04-12T15:00:00Z,71.784210526315775
2022484408,2016-04-12T16:00:00Z,75.327014218009481
2022484408,2016-04-12T17:00:00Z,63.127877237851628
2022484408,2016-04-12T18:00:00Z,73.929078014184356
2022484408,2016-04-12T19:00:00Z,78.095100864553231
2022484408,2016-04-12T20:00:00Z,74.170731707317046
2022484408,2016-04-13T07:00:00Z,66.442708333333314
2022484408,2016-04-13T08:00:00Z,86.44011142061278
2022484408,2016-04-13T09:00:00Z,98.906521739130483
2022484408,2016-04-13T10:00:00Z,94.031630170316319
2022484408,2016-04-13T11:00:00Z,68.234375000000057
2022484408,2016-04-13T12:00:00Z,82.574626865671632
2022484408,2016-04-13T13:00:00Z,72.606598984771551
2022484408,2016-04-13T14:00:00Z,81.3333333333333
2022484408,2016-04-13T15:00:00Z,72.126410835214429
2022484408,2016-04-13T16:00:00Z,79.575620767494271
2022484408,2016-04-13T17:00:00Z,65.653225806451616
2022484408,2016-04-13T18:00:00Z,86.3600867678959
2022484408,2016-04-13T19:00:00Z,82.199507389162591
2022484408,2016-04-13T20:00:00Z,76.110344827586189
2022484408,2016-04-14T08:00:00Z,81.807817589576516
2022484408,2016-04-14T09:00:00Z,62.0055710306407
2022484408,2016-04-14T10:00:00Z,70.507526881720452
2022484408,2016-04-14T11:00:00Z,61.522058823529427
2022484408,2016-04-14T12:00:00Z,70.867167919799513
2022484408,2016-04-14T13:00:00Z,72.845433255269242
2022484408,2016-04-14T14:00:00Z,82.049484536082431
